2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017**,2018,2019,2020,2021,2022
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809
0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,152
0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,163
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,164
0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,243
0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2648
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,158
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,133
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,205
0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,137
0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,475
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,379
0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,161
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,204
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,1172
0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,307
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
